ขับขี่ส่ายไปมา คาดการณ์ว่าเกิดจากสาเหตุใด,,"ผู้ขับขี่อาจจะเปลี่ยนช่องทางเดินรถ, ผู้ขับขี่กำลังจะหยุดรถ, ผู้ขับขี่เมาแล้วขับรถ, ผู้ขับขี่ขับรถตามปกติ",ผู้ขับขี่เมาแล้วขับรถ
เมื่อท่านขับรถถอยหลังเข้าสู่ถนนรองและมีคนกำลังรอข้ามถนนอยู่ ควรปฏิบัติอย่างไร,,"บีบแตรเพื่อเตือนคนข้ามถนน, ถอยหลังเข้าก่อนที่คนข้ามถนนจะเริ่มข้าม, ให้ทางแก่คนข้ามถนน, ได้โบกมือให้คนข้ามถนนหยุดรอ",ให้ทางแก่คนข้ามถนน
การหมุนพวงมาลัยในขณะที่รถหยุดนิ่งจะส่งผลเสียแก่ส่วนใดของรถ,,"เบรก, เครื่องยนต์, ยางรถ, กระปุกเกียร์",ยางรถ
ผู้ขับรถควรปฏิบัติอย่างไร,,"ใช้กระจกด้านขวาให้บ่อยขึ้น, เร่งความเร็วเพื่อให้ผ่านบริเวณที่ซ่อมแซมอย่างรวดเร็ว, ระวังคนเดินเท้าที่เดินบนถนน, ขับตามคันด้านหน้าไปได้เลย",ระวังคนเดินเท้าที่เดินบนถนน
ข้อใดไม่ใช่วิธีป้องกันยางแตกได้อย่างถูกต้อง,,"เติมลมยางของรถตามเกณฑ์ในคู่มือ, เช็ดยางด้วยน้ำยาขัดเงายางรถ, ไม่ใช้ยางที่เสื่อมสภาพหรือหมดอายุ, ไม่บรรทุกน้ำหนักจนเกินขีดความสามารถ",เช็ดยางด้วยน้ำยาขัดเงายางรถ
ท่านกำลังขับรถเดินทางไกล และรู้สึกเหนื่อยล้า ท่านควรจะ,,"ปิดหน้าต่างให้หมดแล้วเปิดแอร์เย็น ๆ, จอดรถบนไหล่ทางแล้วเปลี่ยนคนขับ, เร่งความเร็วและเปิดวิทยุเสียงดัง ๆ, หยุดพักที่จุดบริการพักรถ และพักผ่อน",หยุดพักที่จุดบริการพักรถ และพักผ่อน
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh6.googleusercontent.com/8LwkartFuM_S1iVd-fHum-ClQ3dvv9alDjHNxglAj97a9dbfY_tg-rUjfGsAqcbfMxiyj-MiQ5WBROZORqa1yVpSYfij3wbGzySXjWCYt62bpnwPWaxDXmyviP1aXXUL=w96,"ให้รถจักรยานยนต์จอด, ห้ามล้อเลื่อนลากเข็นจอด, ห้ามหยุด, ให้รถจักรยานจอด",ห้ามหยุด
เมื่อท่านต้องทำการแซงรถจักรยานยนต์ในขณะที่มีลมแรง ควรปฏิบัติอย่างไร,,"แซงอย่างช้าๆ, แซงโดยเว้นระยะให้มาก, แซงในระยะกระชั้นชิด, แซงในทันที",แซงโดยเว้นระยะให้มาก
ในเขตกรุงเทพ เขตเมืองพัทยา หรือเขตเทศบาล ต้องขับรถด้วยความเร็วไม่เกินเท่าไร (สำหรับรถยนต์ส่วนบุคคล),,"ไม่เกิน 80 กิโลเมตรต่อชั่วโมง, ไม่เกิน 90 กิโลเมตรต่อชั่วโมง, ไม่เกิน 100 กิโลเมตรต่อชั่วโมง, ไม่เกิน 60 กิโลเมตรต่อชั่วโมง",ไม่เกิน 80 กิโลเมตรต่อชั่วโมง
ในการขับรถข้ามทางรถไฟที่ไม่มีเครื่องกั้นเมื่อคันด้านหน้าขับข้ามทางรถไฟไปแล้วท่านควรปฏิบัติอย่างไร,,"หยุดรอเจ้าหน้าที่ให้สัญญาณ, ขับตามคันด้านหน้าไปได้เลย, ก่อนข้ามทางรถไฟต้องตรวจสอบความปลอดภัยอีกครั้ง, รอสัญญาณไฟเขียว",ก่อนข้ามทางรถไฟต้องตรวจสอบความปลอดภัยอีกครั้ง
ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh6.googleusercontent.com/bR2jmGA2gPX5P6AFNgxni3eggVV6JZllBplF4CgKGszF8BIzkRu6p_BRxvWP81dvC8VSGwL9Z__AjXS11BZ71Si4aYts6hlerWmSvbsg8MbBXFW0vWghXajQ-S5ucKqw=w161,"ให้ขับรถช้าลง และระมัดระวัง คนงานกำลังทำงาน, ให้ขับรถช้าลง และระมัดระวัง เครื่องจักรกำลังทำงาน, ให้ขับรถช้าลง และระมัดระวัง ข้างหน้ามีงานสำรวจทาง, ให้ขับรถช้าลง และระมัดระวังคนงานกำลัง สำรวจสิ่งก่อสร้าง",ให้ขับรถช้าลง และระมัดระวัง คนงานกำลังทำงาน
เครื่องหมายนี้ หมายความว่า,https://lh5.googleusercontent.com/z0EoUBhcuOyRjJTMGAOuVFfuZ0AzHw99eMJTuqs8_HG3qK77pJQK_-KDqZU7JiageYv0yBY6csaUOq9jlFUmU-FDjBSVzWdTamOpy4yJpOWcagrXmjTE-IxCD9LZ1ux0=w96,"ช่องสำหรับคนเดิน, ช่องเดินรถยนต์, ช่องเดินรถจักรยานยนต์, ช่องเดินรถจักรยาน",ช่องเดินรถจักรยานยนต์
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/31xU5ogaMKOO6nFjSpxwL3iecthTkp9Noxz_lPxwDKp_SrfEnUwlBhuFFYUj4Co9-p5exC6Eq5aZ9IEfmBEN_APBTZEcJjc-dFOdLzLz6puJDVMrMcQDz5rcyPCUvtSy=w119,"ห้ามเลี้ยวซ้ายหรือกลับรถ, ให้เลี้ยวขวาหรือกลับรถ, ให้เลี้ยวซ้ายหรือกลับรถ, ห้ามเลี้ยวขวาหรือกลับรถ",ห้ามเลี้ยวขวาหรือกลับรถ
ข้อใดปฏิบัติถูกต้องในการขับขี่ออกจากซอยไปสู่ถนนใหญ่,,"ขับออกไปให้เร็วที่สุดเพื่อที่จะได้ไม่เสียเวลา, ไม่จำเป็นต้องเปิดไฟเลี้ยวก็ได้, หยุดรอให้รถในทางหลักและคนเดินเท้าไปก่อน, บีบแตรเพื่อขอทางจากรถคันอื่น",หยุดรอให้รถในทางหลักและคนเดินเท้าไปก่อน
ข้อใดเป็นพฤติกรรมที่ควรปฏิบัติเมื่ออยู่บนถนน,,"ขับรถจี้ท้ายรถบรรทุกขนาดใหญ่ เพื่อป้องกันรถอื่นวิ่งสวนทางเข้ามาชน, ขับรถแล้วเจอแสงแดด ยกมือขึ้นมาป้องเพื่อป้องกันแสงเข้าตา, ขับรถด้วยความเร็วไม่เกินที่กำหนด และปฏิบัติตามเครื่องหมายจราจร, ขับรถย้อนศรเพื่อประหยัดน้ำมัน",ขับรถด้วยความเร็วไม่เกินที่กำหนด และปฏิบัติตามเครื่องหมายจราจร
การขับรถผ่านทางร่วมทางแยกต้องปฏิบัติอย่างไร,,"เมื่อพบป้ายเตือนสัญญาณไฟบริเวณทางร่วมทางแยกให้ขับรถไปตามปกติ, ให้รถที่มีอยู่ในทางร่วมทางแยกขับผ่านไปก่อน, หากไม่มีสัญญาณไฟจราจร ให้รถคันที่ใหญ่กว่าผ่านทางร่วมทางแยกไปก่อน, เมื่อพบป้ายเตือนทางร่วมทางแยกให้ขับรถด้วยความเร็วปกติ",ให้รถที่มีอยู่ในทางร่วมทางแยกขับผ่านไปก่อน
เครื่องหมายนี้ คือเครื่องหมายอะไร,https://lh6.googleusercontent.com/TvhAg3ZxC_arLMmz2Hbk9kx-KqwCZ5PosHrlerFelOpLfWtr-DGSURdTanfgTHZBGzqVXDylzgKy-NUAb5BF5u2M0nCk6QBplEF1QBermL74vHAvsoP-Bmm5y5CDPeG9=w98,"ลานจอดรถภายในสนามบิน, จุดนัดพบบริเวณสนามบิน, ระวังเครื่องบิน บินต่ำ, จุดรับส่งสัมภาระเครื่องบิน",ระวังเครื่องบิน บินต่ำ
การต่ออายุใบอนุญาตขับรถส่วนบุคคล (5 ปี) สามารถต่อก่อนล่วงหน้าได้เท่าใด,,"6 เดือน, 5 เดือน, 3 เดือน, 4 เดือน",3 เดือน
ผู้ป่วยโรคกล้ามเนื้ออ่อนแรงสามารถขับขี่ยานพาหนะได้หรือไม่,,"ได้เฉพาะรถสาธารณะ, ได้เฉพาะยานพาหนะส่วนตัว, ไม่ควรทุกกรณี, ได้ทุกกรณี",ไม่ควรทุกกรณี
ผู้ใดได้รับยกเว้นไม่ต้องสวมหมวกนิรภัยขณะโดยสารรถจักรยานยนต์,,"ภิกษุ สามเณร, เด็ก, คนโดยสาร, คนขับรถ",ภิกษุ สามเณร
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh5.googleusercontent.com/v8OKE0hxevl6yDm7OorlgGMWGxoEIIQZN64T-lDHuICnIAp5pZ2IGNw9lD5qTsPsygg4hIHLbSbd_vq9mmrM9kF0vYuHxWDaDfHxrr9Vum4r8NuK0BQ2SYUIX-8jQ0yO=w144,"ขับรถให้ช้าลง และเพิ่มความระมัดระวัง รถมีขนาดกว้างไม่เกิน 2.50 เมตร ให้ผ่านได้, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางข้างหน้ากว้างเกิน 2.50 เมตร ให้ผ่านได้, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางข้างหน้าลอดต่ำกว่า 2.50 เมตร ให้ผ่านได้, ขับรถให้ช้าลง และเพิ่มความระมัดระวัง ทางข้างหน้าสูงกว่า 2.50 เมตร ให้ผ่านได้",ขับรถให้ช้าลง และเพิ่มความระมัดระวัง รถมีขนาดกว้างไม่เกิน 2.50 เมตร ให้ผ่านได้
เครื่องหมายขอบทางสีขาว-แดง หมายความว่าอะไร,https://lh3.googleusercontent.com/MBTWEUKTWKyf4iP0kJcD_of4NZKPPE-rVvxrGZb68w-iLO2zkFkD9U1JCfS8XAJH3q9M8wl5jUEgHRAE6gxpE2xMLJEqHqkkvDO1sbB_YRirYqSvQ0LRFAIHjfSFJJ99=w313,"ห้ามจอดรถทุกชนิดยกเว้นรถยนต์, ห้ามจอดแต่สามารถหยุดรถได้ชั่วขณะ, ห้ามหยุดแต่สามารถจอดรถได้ทุกชนิด, ห้ามหยุดห้ามจอดรถทุกชนิด",ห้ามหยุดห้ามจอดรถทุกชนิด
การตรวจสอบลมยางล้อรถที่ถูกต้องที่สุด จะต้องตรวจสอบที่ล้อใด,,"เฉพาะล้อหลัง, ทั้งสี่ล้อและล้ออะไหล่, เฉพาะล้อที่ลมยางอ่อน, เฉพาะล้อหน้า",ทั้งสี่ล้อและล้ออะไหล่
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh3.googleusercontent.com/aR_8ghz8ign83GN7zBZeYDK9-GCq9rPXG8VsGCMxoaRXRFhISbEMnqpspbX12xodO5KDO2kPZQuZgeU7OcSAwS02Id6O0OZgWhDFVH_1IjjBL2VEG4I8_KzrnrOUZF78=w102,"ขับรถให้ช้าลงและให้เลี้ยวซ้ายได้, ขับรถให้ช้าลงและสามารถกลับรถได้เมื่อปลอดภัย, ขับรถให้ช้าลงและสามารถกลับรถได้เฉพาะรถยนต์, ขับรถให้ช้าลงและห้ามกลับรถ",ขับรถให้ช้าลงและสามารถกลับรถได้เมื่อปลอดภัย
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/BiruzE2f1tAdhPSbF7LZcie-L6HsI74Tq0NQTCOOclUeVtJFgVUrHx1ool6-BPZXeckRnMBlTSV6QaSVSkkW3JtZyLG-s3P0dc3gdcs9RkPpBvQKyHL2LAHvFxo_zlTi=w118,"ห้ามเดินรถเข้าไปในเขตที่ติดตั้งป้าย, ห้ามเดินรถตรงไปข้างหน้า, ให้เดินรถตรงไปข้างหน้าทางเดียว, ให้เดินรถไปทางซ้า",ให้เดินรถตรงไปข้างหน้าทางเดียว
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/0X10zBNJhoHJggXbevHMc1jSNHZCo_lZqEnbdteZoCZsVy0HpCCFV4sFusNrMafqqPpiw9qSpj_3tM7EmJ1iu_pR8dMSJCJLKi-8Z96hKGAjgVVOV2UV7rY6fJbwjm2f=w118,"ให้ชิดขวาอย่างเดียว, ให้ชิดซ้ายหรือชิดขวา, ห้ามชิดซ้ายหรือชิดขวา, ให้ชิดซ้ายอย่างเดียว",ให้ชิดซ้ายหรือชิดขวา
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh6.googleusercontent.com/1HvaCub1tc-T5pK8S2UTvAN-ovgFGs16KuRnZ1mBblHbLyRBp1zz7Tv5CUeIaMu75bWS2wLYTIa4ia7BB4nK17-RGjxa5p24tjdX0R67JGRoCzh361l9HPwlUBFp9YAQ=w75,"เขตหยุดรับ-ส่ง ได้ตลอดเวลา, ให้หยุดรถทับเส้นได้ตลอดเวลา, ให้หยุดรถก่อนถึงเส้นแนวหยุดหรือเส้นให้ทาง เพื่อให้คนเดินเท้าข้ามทางผ่านไปก่อน, ให้จอดรถทับเส้นได้ตลอดเวลา",ให้หยุดรถก่อนถึงเส้นแนวหยุดหรือเส้นให้ทาง เพื่อให้คนเดินเท้าข้ามทางผ่านไปก่อน
จากภาพ รถคัน ก. จะต้องปฏิบัติอย่างไร,https://lh3.googleusercontent.com/q1w4NmZ1UR0wfVz6lhhdH6G0ZndnVG3usykXEkhQ-R5B8DOuWccgnrUrqmW8pO350BDB2biHDDbfZjIqO1uQ96ZW1LtvlKfqGyqQsFk0RnQ8Rnb2LmjJaEYG0uOCfh8h=w410,"ลดความเร็วของรถเพื่อให้รถทางด้านซ้ายและขวาขับผ่านไปก่อน, หยุดรถเพื่อให้รถจากทางด้านซ้ายขับผ่านไปก่อน, หยุดรถเพื่อให้รถทางด้านขวามือขับผ่านไปก่อน, ขับรถผ่านทางร่วมทางแยกไปได้เลย",หยุดรถเพื่อให้รถจากทางด้านซ้ายขับผ่านไปก่อน
ข้อใดคือความหมายที่ถูกต้องของจุดบอดของรถ,,"บริเวณด้านหน้าของรถที่ผู้ขับขี่ไม่สามารถมองเห็นได้, บริเวณด้านหลังของรถที่กระจกมองหลังจับภาพไม่ได้, บริเวณด้านซ้ายของรถที่ผู้ขับขี่ไม่สามารถมองเห็นได้, บริเวณที่คนขับไม่สามารถมองเห็นได้ชัดในขณะขับรถ",บริเวณที่คนขับไม่สามารถมองเห็นได้ชัดในขณะขับรถ
ข้อใดเป็นการใช้คลัทช์ผิดวิธี,,"ขณะจะหยุดรถ, ขณะขับรถลงทางลาดชัน, ขณะจะเปลี่ยนเกียร์, ขณะจะสตาร์ทเครื่อง",ขณะขับรถลงทางลาดชัน
เครื่องหมายนี้(เส้นสีขาว) หมายความว่าอย่างไร,https://lh4.googleusercontent.com/DN2KU9-wCoNzoTAS8PY8YKOFfUxTcncAO8lf4BGe8TWZTTJdpbnvEPBE39XVNqeJS0shK0A3-AxTCu3H0i2G2HXYdHyU-U-xZPD3OyJyI_27bjciU5lbUyBKn3l4ST-I=w100,"ให้เลี้ยวรถได้, ให้จอดรถได้, ห้ามเลี้ยวรถ, เส้นชะลอความเร็ว",เส้นชะลอความเร็ว
"เมื่อผู้ขับขี่พบเครื่องหมาย ""เลี้ยวซ้ายผ่านตลอด"" ผู้ขับขี่ควรปฏิบัติอย่างไร",,"หยุดรอให้คนข้ามถนนและรถที่มาจากทางด้านขวามือขับผ่านไปก่อนแล้วจึงเลี้ยวซ้ายผ่านไป, ลดความเร็วของรถลงและเลี้ยวซ้ายผ่านไปได้ทันที, หยุดรอจนกว่าจะได้รับสัญญาณไฟเขียวจึงเลี้ยวซ้ายไปได้, เลี้ยวซ้ายผ่านไปได้ทันที",หยุดรอให้คนข้ามถนนและรถที่มาจากทางด้านขวามือขับผ่านไปก่อนแล้วจึงเลี้ยวซ้ายผ่านไป
ยาแก้เวียนศีรษะเมารถ มีผลข้างเคียงที่รบกวนต่อการขับขี่หรือไม่,,"ขึ้นกับความรุนแรงของโรค, มี แต่ไม่เกี่ยวข้องกับการขับขี่, ไม่มี, มี เช่น มึนงง เวียนศีรษะ มองเห็นไม่ชัด",มี เช่น มึนงง เวียนศีรษะ มองเห็นไม่ชัด
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh4.googleusercontent.com/pnzwDZiI0U5Whfbxo8-28jqqR0-eotO6ITB8qqZpjNF7kIqIgtn45skNpUm_Z5gjlqb1U5LWme6wMcXi-PUwY2AnsU4Q57ogiNi77KRXiiKSBhmRVCdW8NW09WfPZc2Y=w107,"ขับรถให้ช้าลง และระมัดระวังเป็นพิเศษ ทางข้างหน้าเป็นทางโค้ง, ขับรถให้ช้าลง และระมัดระวังการลื่นไถล อย่าใช้ห้ามล้อโดยแรง, ขับรถให้ช้าลง และระมัดระวังเป็นพิเศษ ทางแคบด้านขวา, ขับรถให้ช้าลง และระมัดระวังเป็นพิเศษ ผิวทางร่วน",ขับรถให้ช้าลง และระมัดระวังการลื่นไถล อย่าใช้ห้ามล้อโดยแรง
ใครที่ได้รับข้อยกเว้นให้เดินทางโดยไม่คาดเข็มขัด,,"คนที่ได้รับข้อยกเว้นเนื่องมาจากเหตุผลทางการแพทย์, คนที่นั่งอยู่เบาะหลัง, เด็กที่มีส่วนสูงต่ำกว่า 1.50 เมตร, เด็กอายุต่ำกว่า 14 ปี",คนที่ได้รับข้อยกเว้นเนื่องมาจากเหตุผลทางการแพทย์
วิธียืดอายุการใช้งานของผ้าเบรกควรทำอย่างไร,,"ควรกะระยะในการหยุดรถและเบรกอย่างนุ่มนวล, ควรเบรกและหมุนพวงมาลัยไปทางซ้ายและขวาเล็กน้อย, ควรใช้เบรกมือและเบรกเท้าพร้อมกันเมื่อต้องการหยุดรถ, ควรเบรกแบบกะชั้นชิด",ควรกะระยะในการหยุดรถและเบรกอย่างนุ่มนวล
การขับรถทิ้งระยะห่างจากรถคันหน้ามากเกินไป,,"เกิดปัญหาการจราจรติดขัด, การจราจรคล่องตัวมากขึ้น, จะขับรถด้วยความปลอดภัยมากขึ้น, ลดอุบัติเหตุ",เกิดปัญหาการจราจรติดขัด
เครื่องหมายนี้ หมายความว่าอะไร,https://lh4.googleusercontent.com/E2byk3xQhAfxCtEsuI66ro2_EGKdqdAxFCqSF9z1KuaCDrUkNe4Ggwo3aQt8ayuYHFGNnuse53MIpKP2k-WVwgS7wSEM7rCdQSQh7JSzyoaR0LLuosp5lG7jZtuV3PzP=w97,"ทางเอกเชื่อมทางเอกจากซ้าย, ทางโทเชื่อมทางเอกจากซ้าย, ทางโทเชื่อมทางโทจากซ้าย, ทางโทเชื่อมทางเอกจากขวา",ทางโทเชื่อมทางเอกจากขวา
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ต้องปฏิบัติอย่างไร,https://lh5.googleusercontent.com/bNWZiDeKtLquNSr4WkQHkX91teo2tgWYOUobdKDvbnDDKJL0be9SHB1tfpZekU0aSLClrabytcqGZwWtH2_xHmjNknQTILUgXt3nw-ymibVGC1QJD7TSfUF8OvnRu2og=w113,"ห้ามชิดขวา, ให้ชิดซ้าย, ให้ชิดขวา, ห้ามชิดซ้าย",ให้ชิดซ้าย
เมื่อพบเครื่องหมายนี้ ผู้ขับขี่ควรปฏิบัติอย่างไร,https://lh5.googleusercontent.com/u4jX-Wv9lBWMakh55ISxG4CW7d_h8re1hiCTl2sc6TP1RS-vNSYCTZ3ELnzDPduWokB-wtlCyJI731HeaLiBq2MSxDUniqAngAcd3708XH5g54hfjYHF4Amq-hOwMKAZ=w122,"ขับรถให้ช้าลง และข้างหน้าเป็นทางคดเคี้ยวเริ่มซ้าย, ให้ขับรถช้าลง ทางข้างหน้าเป็นทางคดเคี้ยวเริ่มขวา, ให้ขับรถช้าลง ทางข้างหน้าเป็นทางโค้งรัศมีแคบเลี้ยวซ้าย, ให้ขับรถช้าลง ทางข้างหน้าเป็นทางโค้งรัศมีแคบเลี้ยวขวา",ให้ขับรถช้าลง ทางข้างหน้าเป็นทางโค้งรัศมีแคบเลี้ยวซ้าย
จากภาพเครื่องหมายแบ่งช่องจราจรบนพื้นทาง หมายความว่าอย่างไร,https://lh6.googleusercontent.com/NyC1okWdowr6FvD6_53eNJF2VSQLbFECb8IR0c49GlELRS2wlq_RAECjAvDY9gFvOorRLouoIjb5N_xoRQinXaCmcbpjaeXDGkmRfvY2zxrUJCvH1TRaCFGnegC6Fx8Q=w343,"ให้ผู้ขับขี่กลับรถได้, ห้ามผู้ขับขี่แซงเข้าไปในทางเดินรถทางขวา, ให้ผู้ขับขี่เลี้ยวขวาได้, ให้ผู้ขับขี่จอดรถได้",ห้ามผู้ขับขี่แซงเข้าไปในทางเดินรถทางขวา
เมื่อพบเครื่องหมายนี้,https://lh4.googleusercontent.com/wRLaMS4EWwaguepLfu2SQCEcxV1xMWAZ5-n8EXyaBZlaw7C8Y7bkFoPXuAUFmQsMWOfOZqOkwCdlRD9V8BQ8jXbyOjKwJZpF8yyOrpNAXMS1289qsdDrBgrx2i1UJq4J=w144,"เพิ่มความระมัดระวัง ห้ามเลี้ยวซ้าย, ขับรถไปทางด้านขวา ให้เลี้ยวซ้าย, ขับรถภายในช่องจราจร ห้ามแซง ห้ามขับรถผ่านหรือคร่อมเส้นโดยเด็ดขาด, ขับรถให้ช้าลง ให้เลี้ยวขวา",ขับรถภายในช่องจราจร ห้ามแซง ห้ามขับรถผ่านหรือคร่อมเส้นโดยเด็ดขาด
เมื่อท่านขับรถขณะจะเลี้ยวซ้ายตรงทางแยกและมีคนกำลังข้ามถนน ควรปฏิบัติอย่างไร,https://lh6.googleusercontent.com/M87f7-8Q27UY4vQqXMpR-r5bnN9ORymnXucHWNyomjcQATX2RJ3s8YbvYHi4dBPaBaykvoeoKb8V-ZkrwT3wJClJUC9W9nJySqPkCsosZz4hNYm9EdSk_bUMpFl9c5ng=w283,"ให้ทางแก่คนข้ามถนน, หยุดและโบกมือให้คนข้ามถนนข้ามไปก่อน, บีบแตรและทำการเลี้ยว, เลี้ยวซ้ายและเว้นระยะห่างจากคนข้ามถนนไว้",ให้ทางแก่คนข้ามถนน
ข้อใดคือหน้าที่ของน้ำมันเครื่องยนต์,,"ระบายความร้อนจากผ้าเบรก, ทำความสะอาดหม้อน้ำ, หล่อลื่นชิ้นส่วนที่เคลื่อนที่เพื่อลดการสึกหรอ, ระบายความร้อนออกจากหม้อน้ำ",หล่อลื่นชิ้นส่วนที่เคลื่อนที่เพื่อลดการสึกหรอ
เครื่องหมายนี้ หมายความว่าอะไร,https://lh5.googleusercontent.com/y1qp_9960uiEkv6DQUweV-QYspsIv90HxOn2NthetNqQgGTL7JblPUIbCo4_I6ELV6wlCfPw09Jl15P-c3Go4wdAtdkPKfzfY43br26pOkUx6llNMaW79UEqmVk8cSau=w98,"ทางข้างหน้าสิ้นสุดทางคู่, ทางข้างหน้าทางโค้งซ้าย, ทางข้างหน้ามีจุดกลับรถด้านซ้าย, ทางข้างหน้าให้เลี้ยวซ้าย",ทางข้างหน้ามีจุดกลับรถด้านซ้าย
